6,-0.208897,-0.0580692,-0.0932076,-0.00488978,0.0555566,-0.219596,-0.0107361,0.0208705,0.230539,0.217181,-0.0337523,0.472799,-0.0807081,0.272464,0.0564777,0.0135438,0.0810649,-0.0387623,-0.104716,-0.0137903,0.0859168,-0.215393,0.0850899,-0.368331,0.142492,-0.204653,-0.0793457,-0.208316,0.154618,-0.157306,-0.125313,0.093297,-0.304202,0.171284,-0.0900026,-0.0295914,-0.0188632,0.433561,-0.0126456,-0.0990197,0.0474136,0.0482186,-0.00776141,0.0182001,-0.222997,0.24328,-0.146893,0.29873,-0.100202,0.120677,-0.143546,0.217268,0.316459,-0.146876,-0.101333,-0.0643754,-0.0412727,-0.236599,0.211771,0.0886232,0.072693,-0.131906,-0.00261359,-0.0899032
14,-0.206185,-0.0534745,-0.106644,0.0248031,0.0494739,-0.233181,0.0194259,0.014175,0.217035,0.200928,-0.0256076,0.516595,-0.0671723,0.286907,0.0457765,0.0176677,0.0938142,-0.0219961,-0.0813075,-0.00979374,0.0727059,-0.185017,0.113458,-0.371446,0.152002,-0.194683,-0.0486615,-0.229417,0.149469,-0.149613,-0.138562,0.109057,-0.313628,0.166908,-0.0971567,-0.0351035,-0.00105496,0.4632,-0.0239378,-0.0871933,0.0574429,0.0552792,-0.0146466,0.0518126,-0.228256,0.252941,-0.146356,0.268715,-0.0991437,0.130301,-0.121817,0.238974,0.326355,-0.132052,-0.0752143,-0.0515322,-0.0217857,-0.225174,0.188188,0.109807,0.0988125,-0.144431,0.0198892,-0.107092
24,-0.207521,-0.0452833,-0.0687944,0.0162514,0.0469725,-0.218711,-0.0313025,0.0199463,0.226806,0.227645,-0.021126,0.473504,-0.0875622,0.285381,0.0613738,0.022932,0.0915586,-0.0653034,-0.11195,-0.0127259,0.0912329,-0.21779,0.100217,-0.348976,0.127114,-0.184682,-0.0582053,-0.20895,0.166156,-0.160988,-0.113753,0.0992977,-0.300214,0.165325,-0.103854,-0.0336766,-0.037942,0.437136,-0.0232775,-0.100126,0.0449913,0.0447007,-0.0211559,0.0272017,-0.230705,0.236851,-0.149748,0.298999,-0.111295,0.123265,-0.150412,0.211012,0.327111,-0.141435,-0.110906,-0.0745709,-0.0357375,-0.22929,0.21938,0.0882228,0.0683711,-0.136609,-0.0110123,-0.0777195
27,-0.271378,-0.0509022,-0.0252554,0.0472995,0.0306741,-0.24797,-0.0350045,-0.0151477,0.271294,0.205272,-0.025429,0.479026,-0.115965,0.293873,0.0371892,-0.00129567,0.113162,-0.0841925,-0.134505,-0.0393483,0.114311,-0.263294,0.115285,-0.385964,0.106212,-0.219524,-0.0471198,-0.24888,0.158844,-0.157036,-0.0934496,0.101776,-0.333886,0.157994,-0.105059,-0.0125108,-0.0378322,0.460742,0.0155427,-0.153309,0.0860329,0.0126314,-0.017137,-0.00691228,-0.226687,0.192436,-0.109462,0.255121,-0.0973908,0.100786,-0.119999,0.201249,0.351535,-0.122321,-0.11684,-0.0523165,-0.0572022,-0.243784,0.223942,0.115765,0.0496784,-0.157735,-0.0270187,-0.0942693
28,-0.224173,-0.0679982,-0.0860101,0.0100949,0.0434806,-0.226668,-0.0145176,0.0274649,0.253324,0.224351,-0.0278199,0.478474,-0.0949322,0.275811,0.0574623,0.0107238,0.0944417,-0.0437376,-0.105891,-0.0353883,0.0990331,-0.216459,0.0865937,-0.372703,0.148735,-0.201015,-0.0654166,-0.223256,0.173733,-0.163048,-0.111082,0.0856925,-0.298125,0.175225,-0.0893967,-0.0255675,-0.0320574,0.442621,-0.00318704,-0.085283,0.0490382,0.0473052,0.00452398,0.0220755,-0.211139,0.23147,-0.154514,0.29789,-0.10693,0.121085,-0.145797,0.201748,0.322697,-0.164173,-0.112618,-0.0844435,-0.0387318,-0.248009,0.223808,0.0860649,0.0820392,-0.1467,0.00553125,-0.102814
30,-0.169651,-0.0287216,-0.127612,0.0351377,0.0699784,-0.207139,0.0268723,0.0332347,0.202366,0.213325,-0.0240652,0.533589,-0.0423798,0.301763,0.0776876,0.0231713,0.0811849,0.0308536,-0.0179009,0.0716287,0.0610236,-0.153087,0.102298,-0.379541,0.169665,-0.175508,-0.0417553,-0.225513,0.192283,-0.162124,-0.194726,0.114879,-0.306771,0.207639,-0.117695,-0.0729725,-0.0175558,0.454272,-0.0564618,-0.0562123,0.017532,0.0703802,-0.0323071,0.0643462,-0.24994,0.285952,-0.200565,0.357803,-0.126049,0.156692,-0.123629,0.276618,0.304664,-0.136492,-0.053544,-0.0759054,0.00444019,-0.206655,0.198933,0.106067,0.12095,-0.158252,-0.00647386,-0.113681
31,-0.189783,-0.0631523,-0.105854,-0.004615,0.0351521,-0.216615,0.00778519,0.0346284,0.23571,0.208543,-0.0375873,0.473705,-0.0660864,0.284083,0.072644,0.0171554,0.0926787,0.0189442,-0.0787837,-0.000886132,0.0627463,-0.188776,0.111493,-0.359672,0.133727,-0.170338,-0.0536524,-0.196155,0.156132,-0.167014,-0.166392,0.0970898,-0.301182,0.201977,-0.0933911,-0.0303954,0.00630482,0.442851,-0.0189804,-0.0907989,0.0313403,0.0675517,-0.0183197,0.0506908,-0.227608,0.262126,-0.157421,0.323664,-0.124285,0.145976,-0.135746,0.225589,0.316568,-0.128587,-0.0988205,-0.100391,-0.000608516,-0.236063,0.212064,0.0866382,0.112215,-0.125044,0.0182331,-0.099061
36,-0.225302,-0.0390453,-0.093339,0.0277782,0.048446,-0.225445,0.0186492,0.0114562,0.222375,0.207768,-0.0256162,0.494049,-0.0642077,0.271273,0.0524765,0.0031819,0.0908261,-0.0460106,-0.0815684,-0.00895503,0.0871682,-0.199617,0.0988071,-0.366644,0.143235,-0.191699,-0.0625006,-0.233195,0.158844,-0.152802,-0.122517,0.0848523,-0.301317,0.182885,-0.0722373,-0.0335882,-0.0195268,0.439224,-0.0240514,-0.101388,0.060269,0.0443407,-0.0239556,0.0221864,-0.210449,0.222166,-0.165582,0.273206,-0.0964185,0.12356,-0.135225,0.211163,0.32586,-0.144682,-0.0757125,-0.0636802,-0.0318857,-0.228045,0.195988,0.0907576,0.0927513,-0.143641,0.006555,-0.120916
37,-0.223874,-0.0495993,-0.0807972,0.0389145,0.0351689,-0.233805,-0.00251688,0.00112322,0.253885,0.2186,-0.0366234,0.495235,-0.0730484,0.278063,0.0446784,0.0155507,0.0908237,-0.0404346,-0.0825486,-0.0290211,0.0822433,-0.20079,0.112985,-0.37215,0.136628,-0.184461,-0.0561461,-0.221202,0.147092,-0.162013,-0.121078,0.0894621,-0.309275,0.176043,-0.0820537,-0.0227055,-0.0107406,0.452866,-0.0208877,-0.111695,0.0575119,0.0320904,-0.0341889,0.0403007,-0.21047,0.218859,-0.143099,0.258639,-0.109157,0.117362,-0.128423,0.218737,0.318096,-0.148946,-0.092439,-0.0586183,-0.0238683,-0.242625,0.196323,0.105745,0.0904817,-0.144409,0.00862642,-0.113571
37,-0.223874,-0.0495993,-0.0807972,0.0389145,0.0351689,-0.233805,-0.00251688,0.00112322,0.253885,0.2186,-0.0366234,0.495235,-0.0730484,0.278063,0.0446784,0.0155507,0.0908237,-0.0404346,-0.0825486,-0.0290211,0.0822433,-0.20079,0.112985,-0.37215,0.136628,-0.184461,-0.0561461,-0.221202,0.147092,-0.162013,-0.121078,0.0894621,-0.309275,0.176043,-0.0820537,-0.0227055,-0.0107406,0.452866,-0.0208877,-0.111695,0.0575119,0.0320904,-0.0341889,0.0403007,-0.21047,0.218859,-0.143099,0.258639,-0.109157,0.117362,-0.128423,0.218737,0.318096,-0.148946,-0.092439,-0.0586183,-0.0238683,-0.242625,0.196323,0.105745,0.0904817,-0.144409,0.00862642,-0.113571
41,-0.219905,-0.0397993,-0.10964,0.0330834,0.0592304,-0.22982,0.0184438,0.0145422,0.253277,0.213677,-0.0336653,0.510707,-0.0486042,0.294904,0.0604353,0.00859411,0.113344,-0.0128112,-0.0653477,0.00362534,0.0785633,-0.191059,0.105143,-0.383867,0.150527,-0.183882,-0.048305,-0.234953,0.161051,-0.161841,-0.145069,0.0934436,-0.316245,0.193622,-0.0704455,-0.0190446,7.8159e-05,0.454581,-0.0233484,-0.0926798,0.0639758,0.0412361,-0.0289952,0.0356763,-0.213294,0.240159,-0.165425,0.277427,-0.116043,0.12537,-0.119578,0.21789,0.332071,-0.137196,-0.0730135,-0.0643946,-0.0266658,-0.240364,0.199329,0.105918,0.111977,-0.142377,0.00832353,-0.11231
46,-0.206609,-0.0693638,-0.0850656,0.0153205,0.0507992,-0.233641,-0.0117256,0.0172761,0.233089,0.208345,-0.0448285,0.481439,-0.0783826,0.271158,0.0719931,0.00975466,0.0979371,-0.0312412,-0.0836798,-0.0129836,0.0756157,-0.195137,0.086746,-0.374261,0.158002,-0.197769,-0.0693882,-0.212997,0.162721,-0.158173,-0.126875,0.105308,-0.291982,0.183006,-0.0719604,-0.0237866,-0.00848604,0.434749,-0.0163309,-0.107564,0.0569922,0.0491216,-0.0102579,0.0186956,-0.224529,0.242764,-0.151147,0.289556,-0.115911,0.128108,-0.14198,0.218845,0.327162,-0.141541,-0.0820766,-0.0740618,-0.0355337,-0.25061,0.207852,0.110115,0.0839043,-0.140882,0.0120019,-0.10591
52,-0.16499,-0.0293765,-0.143267,0.00520182,0.0552199,-0.188482,0.0474409,0.0304797,0.288631,0.208196,-0.0433835,0.497945,0.0273216,0.319279,0.0672352,0.0372407,0.119694,0.100168,-0.0381006,0.0537258,0.0264791,-0.186822,0.117867,-0.409464,0.182214,-0.146782,-0.00320587,-0.226332,0.155022,-0.181741,-0.219703,0.10678,-0.348739,0.273207,-0.0599246,-0.0311677,0.0420285,0.483899,-0.0703938,-0.0779608,-0.00275645,0.0523441,-0.0420669,0.0849247,-0.251095,0.282202,-0.204747,0.347575,-0.147576,0.162619,-0.106389,0.247566,0.294016,-0.133644,-0.0629599,-0.119978,0.0389601,-0.263281,0.218946,0.110658,0.175873,-0.115101,0.0332987,-0.139659
54,-0.198713,-0.0174328,-0.152228,0.0281814,0.0534208,-0.221318,0.0412187,0.0481926,0.225474,0.206336,-0.00195377,0.563762,-0.0199531,0.299988,0.0743753,0.0183401,0.0791594,0.0228451,-0.0331853,0.0727499,0.0479116,-0.131763,0.124427,-0.393372,0.166862,-0.172723,-0.0323789,-0.256867,0.173341,-0.158457,-0.194226,0.110541,-0.293325,0.217171,-0.1132,-0.0538134,0.0230274,0.45098,-0.0728729,-0.0354307,0.014159,0.080634,-0.0398886,0.0579542,-0.223573,0.27024,-0.207215,0.302724,-0.107216,0.161301,-0.122714,0.242157,0.330713,-0.147945,-0.0520346,-0.0468822,-0.018755,-0.215897,0.207189,0.114369,0.141687,-0.144089,0.0194221,-0.11926
